#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18D20
#Date Time: 2020-09-17 16:15:27.334
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 1.1 V/div Offset: 0 V Attenuation: 1 X
#Math 1: Function: C1 / 100
#Wavegen Channel 1: Running
#Mode: Simple
#Type: RampUp
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 100 %
#Phase: 0 °

Time (s),Channel 2 (V),Math 1 (A)
-0.00025325,-2.334498967737268,-0.002310641780375008
-0.0002520000000000001,-2.323513915112092,-0.002300687223452459
-0.0002507499999999997,-2.316190546695308,-0.002294050852170761
-0.0002494999999999997,-2.30154380986174,-0.002277459923966513
-0.0002482499999999998,-2.290558757236565,-0.002270823552684815
-0.0002469999999999998,-2.279573704611389,-0.002257550810121417
-0.0002457499999999999,-2.264926967777821,-0.002244278067558019
-0.0002444999999999999,-2.257603599361037,-0.00223432351063547
-0.00024325,-2.246618546735861,-0.002221050768072073
-0.000242,-2.235633494110685,-0.002211096211149525
-0.0002407500000000001,-2.22464844148551,-0.002204459839867826
-0.0002394999999999997,-2.217325073068726,-0.002187868911663579
-0.0002382499999999997,-2.202678336235158,-0.00218123254038188
-0.0002369999999999998,-2.191693283609982,-0.002167959797818482
-0.0002357499999999998,-2.184369915193198,-0.002148050683973386
-0.0002344999999999999,-2.16972317835963,-0.002141414312691687
-0.00023325,-2.155076441526063,-0.002131459755769138
-0.000232,-2.144091388900887,-0.002118187013205741
-0.0002307500000000001,-2.133106336275711,-0.002104914270642343
-0.0002294999999999997,-2.118459599442143,-0.002091641528078945
-0.0002282499999999997,-2.103812862608575,-0.002085005156797246
-0.0002269999999999998,-2.096489494191792,-0.002078368785515547
-0.0002257499999999998,-2.081842757358224,-0.0020617778573113
-0.0002244999999999999,-2.070857704733048,-0.002055141486029601
-0.0002232499999999999,-2.059872652107872,-0.002041868743466204
-0.000222,-2.048887599482696,-0.002028596000902806
-0.00022075,-2.041564231065912,-0.002015323258339408
-0.0002195000000000001,-2.026917494232344,-0.002008686887057709
-0.0002182499999999997,-2.015932441607168,-0.001995414144494312
-0.0002169999999999997,-2.001285704773601,-0.001982141401930914
-0.0002157499999999998,-1.990300652148425,-0.001972186845008366
-0.0002144999999999998,-1.986638967940033,-0.001958914102444968
-0.0002132499999999999,-1.975653915314857,-0.00194895954552242
-0.0002119999999999999,-1.964668862689681,-0.001939004988599871
-0.00021075,-1.950022125856113,-0.001922414060395624
-0.0002095000000000001,-1.935375389022546,-0.001909141317832227
-0.0002082499999999997,-1.928052020605762,-0.001905823132191377
-0.0002069999999999997,-1.920728652188978,-0.001895868575268829
-0.0002057499999999998,-1.90608191535541,-0.001882595832705431
-0.0002044999999999998,-1.895096862730234,-0.001869323090142034
-0.0002032499999999999,-1.876788441688274,-0.001856050347578636
-0.0002019999999999999,-1.865803389063099,-0.001842777605015238
-0.00020075,-1.854818336437923,-0.001836141233733539
-0.0001995,-1.847494968021139,-0.001822868491170141
-0.0001982500000000001,-1.836509915395963,-0.001806277562965894
-0.0001969999999999997,-1.821863178562395,-0.001799641191684195
-0.0001957499999999997,-1.810878125937219,-0.001786368449120798
-0.0001944999999999998,-1.803554757520435,-0.00176977752091655
-0.0001932499999999998,-1.796231389103651,-0.001763141149634852
-0.0001919999999999999,-1.781584652270084,-0.001753186592712303
-0.0001907499999999999,-1.766937915436516,-0.001743232035789755
-0.0001895,-1.759614547019732,-0.001733277478867207
-0.00018825,-1.744967810186164,-0.001726641107585508
-0.0001869999999999997,-1.73764444176938,-0.001710050179381261
-0.0001857499999999997,-1.722997704935813,-0.001696777436817863
-0.0001844999999999998,-1.715674336519029,-0.001690141065536164
-0.0001832499999999998,-1.697365915477069,-0.001676868322972766
-0.0001819999999999999,-1.686380862851893,-0.001663595580409368
-0.0001807499999999999,-1.675395810226717,-0.001650322837845971
-0.0001795,-1.668072441809933,-0.001640368280923423
-0.00017825,-1.657087389184758,-0.001627095538360025
-0.0001770000000000001,-1.64244065235119,-0.001620459167078326
-0.0001757499999999997,-1.635117283934406,-0.001610504610155778
-0.0001744999999999997,-1.627793915517622,-0.00160055005323323
-0.0001732499999999998,-1.616808862892446,-0.001587277310669832
-0.0001719999999999998,-1.594838757642094,-0.001570686382465585
-0.0001707499999999999,-1.583853705016918,-0.001560731825543036
-0.0001694999999999999,-1.576530336600134,-0.001554095454261337
-0.00016825,-1.561883599766567,-0.001544140897338789
-0.000167,-1.550898547141391,-0.001527549969134542
-0.0001657499999999997,-1.539913494516215,-0.001520913597852843
-0.0001644999999999997,-1.528928441891039,-0.001510959040930295
-0.0001632499999999998,-1.514281705057471,-0.001501004484007747
-0.0001619999999999998,-1.503296652432295,-0.001491049927085198
-0.0001607499999999999,-1.495973284015512,-0.001474458998880951
-0.0001594999999999999,-1.484988231390336,-0.001461186256317554
-0.00015825,-1.47400317876516,-0.001447913513754156
-0.000157,-1.459356441931592,-0.001437958956831607
-0.0001557500000000001,-1.448371389306416,-0.00142468621426821
-0.0001544999999999997,-1.43738633668124,-0.001414731657345661
-0.0001532499999999997,-1.430062968264457,-0.001408095286063962
-0.0001519999999999998,-1.419077915639281,-0.001391504357859716
-0.0001507499999999998,-1.404431178805713,-0.001381549800937167
-0.0001494999999999999,-1.397107810388929,-0.001374913429655468
-0.0001482499999999999,-1.378799389346969,-0.001355004315810372
-0.000147,-1.371476020930185,-0.001345049758887823
-0.00014575,-1.356829284096618,-0.001331777016324425
-0.0001444999999999997,-1.34218254726305,-0.001318504273761028
-0.0001432499999999997,-1.331197494637874,-0.00130854971683848
-0.0001419999999999998,-1.320212442012698,-0.001298595159915931
-0.0001407499999999998,-1.316550757804306,-0.001291958788634232
-0.0001394999999999999,-1.30556570517913,-0.001282004231711684
-0.0001382499999999999,-1.287257284137171,-0.001268731489148286
-0.000137,-1.279933915720387,-0.001255458746584889
-0.00013575,-1.268948863095211,-0.00124882237530319
-0.0001345000000000001,-1.261625494678427,-0.001238867818380642
-0.0001332499999999997,-1.250640442053251,-0.001222276890176394
-0.0001319999999999997,-1.239655389428075,-0.001209004147612997
-0.0001307499999999998,-1.225008652594507,-0.001202367776331298
-0.0001294999999999998,-1.217685284177723,-0.00119241321940875
-0.0001282499999999999,-1.203038547344156,-0.001179140476845352
-0.0001269999999999999,-1.188391810510588,-0.001165867734281954
-0.00012575,-1.17374507367702,-0.001152594991718557
-0.0001245,-1.162760021051844,-0.001139322249155159
-0.0001232499999999997,-1.151774968426668,-0.001126049506591761
-0.0001219999999999997,-1.137128231593101,-0.001119413135310062
-0.0001207499999999998,-1.129804863176317,-0.001109458578387514
-0.0001194999999999998,-1.118819810551141,-0.001099504021464966
-0.0001182499999999999,-1.107834757925965,-0.001079594907619869
-0.0001169999999999999,-1.100511389509181,-0.001076276721979019
-0.00011575,-1.085864652675613,-0.001059685793774772
-0.0001145,-1.074879600050437,-0.001046413051211375
-0.0001132500000000001,-1.071217915842045,-0.001039776679929676
-0.0001119999999999997,-1.052909494800086,-0.001029822123007128
-0.0001107499999999997,-1.04192444217491,-0.001019867566084579
-0.0001094999999999998,-1.034601073758126,-0.001003276637880332
-0.0001082499999999998,-1.016292652716166,-0.0009900038953169342
-0.0001069999999999999,-1.00530760009099,-0.0009833675240352355
-0.0001057499999999999,-0.9943225474658146,-0.0009734129671126871
-0.0001045,-0.9869991790490307,-0.00095682203890844
-0.00010325,-0.9723524422154628,-0.0009468674819858917
-0.0001019999999999997,-0.961367389590287,-0.0009402311107041929
-0.0001007499999999997,-0.9467206527567191,-0.0009302765537816446
-9.949999999999976e-05,-0.9393972843399354,-0.0009103674399365481
-9.824999999999981e-05,-0.9284122317147594,-0.0008970946973731503
-9.699999999999986e-05,-0.9174271790895836,-0.000887140140450602
-9.574999999999992e-05,-0.9101038106727997,-0.0008771855835280537
-9.449999999999997e-05,-0.8917953896308399,-0.0008672310266055054
-9.325000000000002e-05,-0.884472021214056,-0.0008572764696829572
-9.200000000000007e-05,-0.8734869685888802,-0.0008506400984012582
-9.074999999999969e-05,-0.8588402317553125,-0.0008373673558378606
-8.949999999999974e-05,-0.8515168633385286,-0.0008207764276336134
-8.824999999999979e-05,-0.8368701265049607,-0.0008108218707110651
-8.699999999999984e-05,-0.8222233896713929,-0.0007975491281476673
-8.574999999999989e-05,-0.8112383370462171,-0.000787594571225119
-8.449999999999994e-05,-0.8002532844210413,-0.0007776400143025708
-8.324999999999999e-05,-0.7892682317958655,-0.0007643672717391731
-8.200000000000004e-05,-0.7782831791706895,-0.0007510945291757754
-8.074999999999966e-05,-0.7709598107539057,-0.0007444581578940765
-7.949999999999971e-05,-0.7563130739203379,-0.0007278672296898293
-7.824999999999976e-05,-0.7380046528783781,-0.000717912672767281
-7.699999999999981e-05,-0.7343429686699861,-0.0007112763014855822
-7.574999999999986e-05,-0.7270196002532023,-0.0006980035589221845
-7.449999999999991e-05,-0.7160345476280263,-0.0006880490019996362
-7.324999999999996e-05,-0.7013878107944587,-0.0006714580737953891
-7.200000000000002e-05,-0.6867410739608908,-0.0006615035168728408
-7.075000000000007e-05,-0.675756021335715,-0.000648230774309443
-6.949999999999968e-05,-0.6647709687105392,-0.0006382762173868947
-6.824999999999973e-05,-0.6574476002937553,-0.0006283216604643465
-6.699999999999979e-05,-0.6391391792517955,-0.0006183671035417982
-6.574999999999984e-05,-0.6318158108350116,-0.0006050943609784004
-6.449999999999989e-05,-0.6208307582098358,-0.0005951398040558521
-6.324999999999994e-05,-0.6025223371678761,-0.000578548875851605
-6.199999999999999e-05,-0.598860652959484,-0.0005719125045699061
-6.075000000000004e-05,-0.5805522319175243,-0.0005652761332882073
-5.949999999999966e-05,-0.5695671792923485,-0.000555321576365659
-5.824999999999971e-05,-0.5622438108755645,-0.0005420488338022612
-5.699999999999976e-05,-0.5475970740419966,-0.0005287760912388635
-5.574999999999981e-05,-0.5366120214168209,-0.0005188215343163152
-5.449999999999986e-05,-0.532950337208429,-0.0005022306061120681
-5.324999999999991e-05,-0.5183036003748611,-0.0004922760491895198
-5.199999999999996e-05,-0.5036568635412932,-0.0004856396779078209
-5.075000000000001e-05,-0.4926718109161175,-0.0004690487497035738
-4.950000000000006e-05,-0.4816867582909417,-0.0004590941927810255
-4.824999999999968e-05,-0.4743633898741577,-0.0004491396358584772
-4.699999999999973e-05,-0.4633783372489819,-0.00043254870765423
-4.574999999999978e-05,-0.4487316004154141,-0.0004225941507316817
-4.449999999999983e-05,-0.4377465477902382,-0.0004126395938091334
-4.324999999999989e-05,-0.4267614951650624,-0.0003993668512457357
-4.199999999999994e-05,-0.4121147583314946,-0.0003894122943231875
-4.074999999999999e-05,-0.4084530741231027,-0.0003761395517597897
-3.950000000000004e-05,-0.3901446530811429,-0.0003661849948372414
-3.824999999999966e-05,-0.3754979162475751,-0.0003562304379146931
-3.699999999999971e-05,-0.3645128636223993,-0.0003429576953512954
-3.574999999999976e-05,-0.3571894952056153,-0.0003330031384287471
-3.449999999999981e-05,-0.3462044425804395,-0.0003197303958653494
-3.324999999999986e-05,-0.3388810741636556,-0.0003097758389428011
-3.199999999999991e-05,-0.3278960215384797,-0.0002998212820202528
-3.074999999999996e-05,-0.3132492847049119,-0.0002865485394568551
-2.950000000000001e-05,-0.305925916288128,-0.0002732757968934574
-2.825000000000006e-05,-0.2876174952461683,-0.0002633212399709091
-2.699999999999968e-05,-0.2802941268293844,-0.0002533666830483608
-2.574999999999973e-05,-0.2693090742042086,-0.0002434121261258125
-2.449999999999978e-05,-0.2583240215790327,-0.0002334575692032642
-2.324999999999983e-05,-0.2473389689538568,-0.0002201848266398665
-2.199999999999988e-05,-0.2326922321202891,-0.0002102302697173182
-2.074999999999994e-05,-0.2180454952867213,-0.0002002757127947699
-1.949999999999999e-05,-0.2143838110783293,-0.0001836847845905228
-1.825000000000004e-05,-0.1960753900363696,-0.0001737302276679745
-1.700000000000009e-05,-0.1850903374111937,-0.0001637756707454262
-1.574999999999971e-05,-0.166781916369234,-0.0001538211138228779
-1.449999999999976e-05,-0.1594585479524501,-0.0001372301856186307
-1.324999999999981e-05,-0.1557968637440581,-0.0001272756286960824
-1.199999999999986e-05,-0.1411501269104903,-0.0001206392574143836
-1.074999999999991e-05,-0.1301650742853145,-0.0001073665148509859
-9.49999999999996e-06,-0.1191800216601386,-9.409377228758814e-05
-8.250000000000011e-06,-0.1008716006181789,-7.750284408334099e-05
-7.000000000000062e-06,-0.09354823220139497,-7.086647280164213e-05
-5.749999999999679e-06,-0.08988654799300302,-6.091191587909384e-05
-4.49999999999973e-06,-0.07890149536782717,-4.432098767484668e-05
-3.249999999999781e-06,-0.06059307432586742,-3.43664307522984e-05
-1.999999999999832e-06,-0.04960802170069158,-2.44118738297501e-05
-7.499999999998827e-07,-0.04228465328390767,-1.113913126635238e-05
5.000000000000664e-07,-0.02397623224194793,5.45179693789477e-06
1.750000000000015e-06,-0.01665286382516402,8.769982578744201e-06
2.999999999999965e-06,-0.005667811199988177,2.204272514214192e-05
4.249999999999914e-06,0.005317241425187672,3.199728206469021e-05
5.500000000000296e-06,0.02362566246714742,3.863365334638908e-05
6.750000000000245e-06,0.02728734667553937,5.190639590978679e-05
8.000000000000194e-06,0.04193408350910717,6.849732411403394e-05
9.250000000000144e-06,0.05291913613428302,7.845188103658224e-05
1.050000000000009e-05,0.06756587296785081,8.840643795913053e-05
1.175000000000004e-05,0.07488924138463471,0.0001016791805225283
1.299999999999999e-05,0.08953597821820251,0.0001083155518042271
1.424999999999994e-05,0.09685934663498641,0.0001249064800084743
1.550000000000032e-05,0.1078443992601623,0.000138179222571872
1.675000000000027e-05,0.1224911360937301,0.0001414974082127214
1.800000000000022e-05,0.1334761887189059,0.0001514519651352697
1.925000000000017e-05,0.1444612413440818,0.0001680428933395169
2.050000000000012e-05,0.1517846097608657,0.0001813156359029146
2.175000000000007e-05,0.1627696623860415,0.0001912701928254629
2.300000000000002e-05,0.1700930308028254,0.0001979065641071617
2.424999999999997e-05,0.1810780834280012,0.0002111793066705594
2.549999999999992e-05,0.1920631360531771,0.0002277702348748066
2.67500000000003e-05,0.2103715570951369,0.0002344066061565055
2.800000000000025e-05,0.2213566097203127,0.0002476793487199032
2.92500000000002e-05,0.2286799781370966,0.0002609520912833009
3.050000000000015e-05,0.2469883991790564,0.0002709066482058492
3.175000000000009e-05,0.2579734518042322,0.0002841793907692469
3.300000000000004e-05,0.2689585044294081,0.0002941339476917952
3.424999999999999e-05,0.2762818728461919,0.0003007703189734941
3.549999999999994e-05,0.2909286096797598,0.0003140430615368918
3.675000000000032e-05,0.3019136623049356,0.000330633989741139
3.800000000000027e-05,0.3128987149301115,0.0003372703610228378
3.925000000000022e-05,0.3275454517636792,0.000353861289227085
4.050000000000017e-05,0.3348688201804632,0.0003571794748679344
4.175000000000012e-05,0.3385305043888551,0.0003737704030721815
4.300000000000007e-05,0.3568389254308149,0.0003870431456355793
4.425000000000002e-05,0.3714856622643826,0.0003903613312764287
4.549999999999997e-05,0.3751473464727746,0.000400315888198977
4.674999999999992e-05,0.3861323990979504,0.0004135886307623747
4.80000000000003e-05,0.4044408201399102,0.0004301795589666218
4.925000000000025e-05,0.419087556973478,0.0004434523015300196
5.05000000000002e-05,0.4227492411818699,0.0004567250440934173
5.175000000000015e-05,0.4337342938070458,0.0004633614153751162
5.30000000000001e-05,0.4447193464322216,0.0004733159722976645
5.425000000000004e-05,0.4630277674741814,0.0004799523435793633
5.549999999999999e-05,0.4740128200993572,0.0004965432717836105
5.674999999999994e-05,0.4813361885161411,0.0005131341999878576
5.800000000000033e-05,0.488659556932925,0.0005164523856287071
5.925000000000027e-05,0.5142913463916687,0.0005330433138329542
6.050000000000022e-05,0.5179530306000606,0.0005463160563963519
6.175000000000017e-05,0.5252763990168445,0.0005529524276780507
6.300000000000012e-05,0.5399231358504124,0.0005662251702414485
6.425000000000007e-05,0.5472465042671961,0.0005794979128048462
6.550000000000002e-05,0.561893241100764,0.0005894524697273945
6.674999999999997e-05,0.5765399779343319,0.0005994070266499428
6.799999999999992e-05,0.5838633463511158,0.0006126797692133406
6.92500000000003e-05,0.5948483989762916,0.0006226343261358889
7.050000000000025e-05,0.6094951358098593,0.0006359070686992865
7.17500000000002e-05,0.6168185042266432,0.0006491798112626843
7.300000000000015e-05,0.6314652410602111,0.000662452553826082
7.42500000000001e-05,0.638788609476995,0.0006757252963894796
7.550000000000005e-05,0.6534353463105627,0.0006823616676711786
7.675e-05,0.6680820831441305,0.0006889980389528774
7.799999999999994e-05,0.6790671357693063,0.0006956344102345763
7.925000000000033e-05,0.6900521883944823,0.0007155435240796729
8.050000000000028e-05,0.6973755568112661,0.0007254980810022212
8.175000000000023e-05,0.70469892522805,0.00073213445228392
8.300000000000017e-05,0.7193456620616179,0.0007454071948473178
8.425000000000012e-05,0.7339923988951857,0.0007586799374107154
8.550000000000007e-05,0.7449774515203615,0.0007686344943332638
8.675000000000002e-05,0.7596241883539292,0.0007785890512558121
8.799999999999997e-05,0.7742709251874971,0.0007918617938192097
8.924999999999992e-05,0.7779326093958892,0.000801816350741758
9.05000000000003e-05,0.7925793462294568,0.0008184072789460052
9.175000000000025e-05,0.8035643988546326,0.0008316800215094029
9.30000000000002e-05,0.8072260830630247,0.0008416345784319512
9.425000000000015e-05,0.8182111356882005,0.0008515891353544996
9.55000000000001e-05,0.8328578725217683,0.0008648618779178972
9.675000000000005e-05,0.8438429251469441,0.0008748164348404455
9.8e-05,0.858489661980512,0.0008847709917629938
9.924999999999995e-05,0.8694747146056878,0.0008980437343263915
0.0001005000000000003,0.8804597672308636,0.0009079982912489398
0.0001017500000000003,0.8914448198560394,0.0009212710338123376
0.0001030000000000002,0.9060915566896073,0.0009312255907348859
0.0001042500000000002,0.9170766093147831,0.0009411801476574341
0.0001055000000000001,0.9280616619399591,0.0009511347045799824
0.0001067500000000001,0.9390467145651349,0.0009677256327842295
0.000108,0.9500317671903107,0.0009809983753476274
0.00010925,0.9573551356070946,0.0009909529322701756
0.0001104999999999999,0.9683401882322704,0.001004225674833573
0.0001117500000000003,0.9829869250658383,0.001010862046115272
0.0001130000000000003,0.9939719776910141,0.00102413478867867
0.0001142500000000002,1.00495703031619,0.001034089345601218
0.0001155000000000002,1.019603767149758,0.001050680273805465
0.0001167500000000001,1.026927135566542,0.001060634830728014
0.000118,1.04157387240011,0.001073907573291411
0.00011925,1.052558925025285,0.00108054394457311
0.0001204999999999999,1.063543977650461,0.001090498501495658
0.0001217500000000003,1.070867346067245,0.001097134872777357
0.0001230000000000003,1.081852398692421,0.001113725800981604
0.0001242500000000002,1.096499135525989,0.001123680357904153
0.0001255000000000002,1.107484188151165,0.0011402712861084
0.0001267500000000001,1.11846924077634,0.001146907657390099
0.0001280000000000001,1.129454293401516,0.001160180399953497
0.00012925,1.140439346026692,0.001170134956876045
0.0001305,1.151424398651868,0.001183407699439443
0.0001317499999999999,1.158747767068652,0.00119668044200284
0.0001330000000000003,1.177056188110612,0.001206634998925389
0.0001342500000000003,1.19170292494418,0.001216589555847937
0.0001355000000000002,1.199026293360963,0.001229862298411335
0.0001367500000000002,1.206349661777747,0.001236498669693033
0.0001380000000000001,1.217334714402923,0.00125308959789728
0.0001392500000000001,1.231981451236491,0.001263044154819829
0.0001405,1.242966503861667,0.001272998711742377
0.0001417499999999999,1.253951556486843,0.001286271454305775
0.0001430000000000003,1.264936609112018,0.001296226011228323
0.0001442500000000003,1.279583345945586,0.001302862382510022
0.0001455000000000002,1.290568398570762,0.00131613512507342
0.0001467500000000002,1.301553451195938,0.001332726053277667
0.0001480000000000001,1.312538503821114,0.001336044238918516
0.0001492500000000001,1.327185240654682,0.001349316981481914
0.0001505,1.338170293279857,0.001359271538404462
0.00015175,1.345493661696641,0.00137254428096786
0.0001529999999999999,1.360140398530209,0.001382498837890408
0.0001542500000000003,1.371125451155385,0.001395771580453806
0.0001555000000000003,1.378448819572169,0.001409044323017204
0.0001567500000000002,1.389433872197345,0.001422317065580601
0.0001580000000000002,1.404080609030913,0.00143227162250315
0.0001592500000000001,1.41872734586448,0.001442226179425698
0.0001605000000000001,1.426050714281264,0.001452180736348246
0.00016175,1.440697451114832,0.001465453478911644
0.000163,1.451682503740008,0.001475408035834192
0.0001642500000000003,1.462667556365184,0.00148868077839759
0.0001655000000000003,1.469990924781968,0.001495317149679289
0.0001667500000000002,1.484637661615535,0.001508589892242687
0.0001680000000000002,1.499284398449103,0.001521862634806085
0.0001692500000000001,1.506607766865887,0.001528499006087783
0.0001705000000000001,1.517592819491063,0.001541771748651181
0.00017175,1.528577872116239,0.001555044491214579
0.000173,1.539562924741415,0.001564999048137127
0.0001742499999999999,1.546886293158199,0.001578271790700525
0.0001755000000000003,1.561533029991766,0.001591544533263922
0.0001767500000000003,1.572518082616942,0.001598180904545621
0.0001780000000000002,1.58716481945051,0.00160481727582732
0.0001792500000000002,1.598149872075686,0.001624726389672417
0.0001805000000000001,1.60547324049247,0.001634680946594965
0.0001817500000000001,1.620119977326038,0.001641317317876664
0.000183,1.627443345742821,0.001657908246080911
0.00018425,1.638428398367997,0.00166454461736261
0.0001855000000000003,1.653075135201565,0.001674499174285158
0.0001867500000000003,1.667721872035133,0.001687771916848556
0.0001880000000000002,1.682368608868701,0.001697726473771104
0.0001892500000000002,1.682368608868701,0.001710999216334502
0.0001905000000000001,1.697015345702269,0.0017242719588979
0.0001917500000000001,1.708000398327444,0.001737544701461297
0.000193,1.71898545095262,0.001747499258383846
0.00019425,1.733632187786188,0.001757453815306394
0.0001954999999999999,1.744617240411364,0.001767408372228942
0.0001967500000000003,1.748278924619756,0.001777362929151491
0.0001980000000000003,1.770249029870107,0.001787317486074039
0.0001992500000000002,1.781234082495283,0.001800590228637437
0.0002005000000000002,1.788557450912067,0.001807226599919135
0.0002017500000000001,1.799542503537243,0.001823817528123383
0.0002030000000000001,1.814189240370811,0.00183709027068678
0.00020425,1.821512608787595,0.001847044827609328
0.0002055,1.836159345621162,0.001860317570172726
0.0002067500000000003,1.839821029829555,0.001870272127095275
0.0002080000000000003,1.854467766663122,0.001880226684017823
0.0002092500000000002,1.86911450349669,0.001893499426581221
0.0002105000000000002,1.883761240330258,0.001910090354785468
0.0002117500000000001,1.894746292955434,0.001916726726067167
0.0002130000000000001,1.902069661372218,0.001929999468630564
0.00021425,1.913054713997393,0.001939954025553113
0.0002155,1.927701450830961,0.00195322676811651
0.0002167499999999999,1.938686503456137,0.001963181325039059
0.0002180000000000003,1.946009871872921,0.001973135881961607
0.0002192500000000003,1.960656608706489,0.001986408624525005
0.0002205000000000002,1.971641661331665,0.001993044995806703
0.0002217500000000002,1.982626713956841,0.002006317738370101
0.0002230000000000001,1.993611766582016,0.00201627229529265
0.0002242500000000001,2.0009351349988,0.002032863223496897
0.0002255,2.015581871832368,0.002042817780419445
0.00022675,2.030228608665936,0.002052772337341993
0.0002280000000000003,2.03755197708272,0.002062726894264542
0.0002292500000000003,2.052198713916288,0.002075999636827939
0.0002305000000000002,2.063183766541464,0.002082636008109638
0.0002317500000000002,2.074168819166639,0.002092590565032186
0.0002330000000000001,2.081492187583423,0.002099226936313885
0.0002342500000000001,2.092477240208599,0.002115817864518132
0.0002355,2.107123977042167,0.00212909060708153
0.00023675,2.118109029667343,0.002142363349644928
0.0002379999999999999,2.13275576650091,0.002155636092208325
0.0002392500000000003,2.136417450709303,0.002168908834771723
0.0002405000000000003,2.147402503334478,0.002178863391694272
0.0002417500000000002,2.165710924376438,0.002192136134257669
0.0002430000000000002,2.173034292793222,0.002205408876821067
0.0002442500000000001,2.184019345418398,0.002215363433743615
0.0002455000000000001,2.202327766460357,0.002228636176307013
0.00024675,2.216974503293925,0.002238590733229562
0.000248,2.224297871710709,0.002241908918870411
0.0002492500000000003,2.231621240127493,0.002255181661433809
0.0002505000000000003,2.242606292752669,0.002271772589638055
0.0002517500000000002,2.253591345377845,0.002278408960919755
0.0002530000000000002,2.264576398003021,0.002288363517842303
0.0002542500000000001,2.271899766419804,0.002298318074764851
0.0002555000000000001,2.290208187461764,0.002314909002969098
0.00025675,2.30119324008694,0.002321545374250797
0.000258,2.304854924295332,0.002331499931173346
0.0002592499999999999,2.312178292712116,0.002344772673736743
0.0002605000000000003,2.330486713754076,0.00236136360194099
0.0002617500000000003,2.341471766379251,0.002371318158863539
0.0002630000000000002,2.359780187421211,0.002381272715786087
0.0002642500000000002,2.367103555837995,0.002391227272708635
0.0002655000000000001,2.374426924254779,0.002404500015272033
0.0002667500000000001,2.389073661088347,0.002414454572194581
0.000268,2.403720397921915,0.002431045500398828
0.00026925,2.41470545054709,0.002441000057321377
0.0002705000000000003,2.429352187380658,0.002450954614243925
0.0002717500000000003,2.440337240005834,0.002460909171166473
0.0002730000000000002,2.45132229263101,0.002470863728089022
0.0002742500000000002,2.458645661047794,0.002484136470652419
0.0002755000000000001,2.46963071367297,0.002490772841934118
0.0002767500000000001,2.480615766298146,0.002504045584497516
0.000278,2.48793913471493,0.002510681955779215
0.00027925,2.50624755575689,0.002527272883983461
0.0002804999999999999,2.517232608382065,0.002540545626546859
0.0002817500000000003,2.524555976798849,0.002550500183469407
0.0002830000000000003,2.539202713632417,0.002560454740391956
0.0002842500000000002,2.546526082049201,0.002570409297314504
0.0002855000000000002,2.557511134674377,0.002580363854237052
0.0002867500000000001,2.572157871507944,0.002590318411159601
0.0002880000000000001,2.586804608341512,0.002603591153722998
0.00028925,2.60145134517508,0.002620182081927246
0.0002905,2.605113029383472,0.002630136638849794
0.0002917500000000003,2.61975976621704,0.002643409381413192
0.0002930000000000003,2.623421450425432,0.002650045752694891
0.0002942500000000002,2.634406503050608,0.002660000309617438
0.0002955000000000002,2.649053239884176,0.002669954866539987
0.0002967500000000001,2.667361660926135,0.002683227609103385
0.0002980000000000001,2.678346713551311,0.002693182166025934
0.00029925,2.689331766176487,0.002706454908589331
0.0003005,2.696655134593271,0.00271309127987103
0.0003017499999999999,2.711301871426838,0.002729682208075277
0.0003030000000000003,2.718625239843623,0.002742954950638675
0.0003042500000000003,2.729610292468798,0.002746273136279525
0.0003055000000000002,2.747918713510758,0.002759545878842922
0.0003067500000000002,2.755242081927542,0.00277281862140632
0.0003080000000000001,2.766227134552718,0.002789409549610566
0.0003092500000000001,2.780873871386286,0.002799364106533116
0.0003105,2.784535555594677,0.002809318663455663
0.00031175,2.806505660845029,0.002819273220378211
0.0003130000000000003,2.817490713470205,0.002835864148582459
0.0003142500000000003,2.828475766095381,0.002849136891145857
0.0003155000000000002,2.835799134512165,0.002855773262427556
0.0003167500000000002,2.846784187137341,0.002869046004990953
0.0003180000000000001,2.8650926081793,0.002879000561913502
0.0003192500000000001,2.872415976596084,0.002892273304476899
0.0003205,2.879739345012868,0.002898909675758597
0.00032175,2.894386081846436,0.002915500603962845
0.0003229999999999999,2.905371134471612,0.002922136975244544
0.0003242500000000003,2.912694502888396,0.002932091532167092
0.0003255000000000003,2.927341239721963,0.00294204608908964
0.0003267500000000002,2.938326292347139,0.002952000646012188
0.0003280000000000002,2.949311344972315,0.002965273388575587
0.0003292500000000001,2.960296397597491,0.002978546131138984
0.0003305000000000001,2.974943134431059,0.002991818873702382
0.00033175,2.978604818639451,0.00299845524498408
0.000333,2.99691323968141,0.003015046173188328
0.0003342500000000003,3.004236608098195,0.003021682544470027
0.0003355000000000003,3.01522166072337,0.003034955287033425
0.0003367500000000002,3.026206713348546,0.003044909843955973
0.0003380000000000002,3.03353008176533,0.003061500772160221
0.0003392500000000001,3.048176818598898,0.003071455329082768
0.0003405000000000001,3.062823555432466,0.003081409886005316
